agency,domain,funding_scheme,ending_year,no_projects,if,ais,avg_if_perc,funding_eur,weig_if,weig_ais,weig_avg_if_perc
NSC,PE8,UNISONO,2022,1,2.705,0,0.52389,201372,13.43,0,2.6
NSC,PE8,UWERTURA,2020,1,0,0,0,15328,0,0,0
NSC,PE9,BEETHOVEN CLASSIC,2023,2,106.927,27.558,15.97212,487797,219.2,56.49,32.74
NSC,PE9,BEETHOVEN CLASSIC,2024,2,32.799,8.581,4.95932,525488,62.42,16.33,9.44
NSC,PE9,DAINA,2021,1,78.177,20.465,11.80883,282419,276.81,72.46,41.81
NSC,PE9,ETIUDA,2015,2,5.565,1.643,0.85606,41044,135.59,40.03,20.86
NSC,PE9,ETIUDA,2016,1,18.162,5.734,3.0753,25948,699.94,220.98,118.52
NSC,PE9,ETIUDA,2017,5,56.841,15.945,8.3659,101460,560.23,157.16,82.45
NSC,PE9,ETIUDA,2019,3,37.835,13.478,5.4364,76157,496.8,176.98,71.38
NSC,PE9,ETIUDA,2021,1,42.779,21.917,0.99296,24576,1740.7,891.81,40.4
NSC,PE9,FUGA,2014,1,22.135,5.741,3.45791,34651,638.8,165.68,99.79
NSC,PE9,FUGA,2015,3,60.141,19.63,10.68437,343488,175.09,57.15,31.11
NSC,PE9,FUGA,2016,1,18.774,5.617,3.19233,113151,165.92,49.64,28.21
NSC,PE9,FUGA,2017,1,5.487,2.621,0.84677,104651,52.43,25.05,8.09
NSC,PE9,FUGA,2018,2,71.883,22.023,10.91686,222093,323.66,99.16,49.15
NSC,PE9,FUGA,2019,2,66.294,19.445,9.34549,202535,327.32,96.01,46.14
NSC,PE9,HARMONIA,2014,1,55.086,19.796,9.68166,698895,78.82,28.32,13.85
NSC,PE9,HARMONIA,2015,2,28.342,9.808,5.44777,800667,35.4,12.25,6.8
NSC,PE9,HARMONIA,2016,6,849.17,314.136,126.24635,1102149,770.47,285.02,114.55
NSC,PE9,HARMONIA,2017,2,410.033,129.964,67.76971,630351,650.48,206.18,107.51
NSC,PE9,HARMONIA,2018,3,510.548,184.932,65.70045,633581,805.81,291.88,103.7
NSC,PE9,HARMONIA,2019,2,379.817,105.347,60.88947,393088,966.24,268,154.9
NSC,PE9,HARMONIA,2020,2,731.921,270.367,74.53681,472932,1547.62,571.68,157.61
NSC,PE9,HARMONIA,2021,1,117.382,31.76,18.92605,179163,655.17,177.27,105.64
NSC,PE9,HARMONIA,2022,5,278.223,74.597,46.73028,1264932,219.95,58.97,36.94
NSC,PE9,MAESTRO,2017,1,74.031,23.595,11.81705,302326,244.87,78.05,39.09
NSC,PE9,MAESTRO,2018,2,501.378,181.996,72.61406,1329674,377.07,136.87,54.61
NSC,PE9,MAESTRO,2019,3,569.571,185.016,85.14558,1635625,348.23,113.12,52.06
NSC,PE9,MAESTRO,2021,1,570.479,228.522,69.26066,930047,613.39,245.71,74.47
NSC,PE9,MAESTRO,2022,2,466.401,150.53,60.31223,802860,580.92,187.49,75.12
NSC,PE9,MAESTRO,2023,3,689.265,188.384,102.13989,2376135,290.08,79.28,42.99
NSC,PE9,MAESTRO,2025,1,131.638,45.411,13.81356,830605,158.48,54.67,16.63
NSC,PE9,OPUS,2013,1,17.693,6.651,2.54809,13242,1336.14,502.27,192.43
NSC,PE9,OPUS,2014,12,718.044,266.138,101.30168,1261719,569.1,210.93,80.29
NSC,PE9,OPUS,2015,13,535.004,196.508,88.41708,944500,566.44,208.06,93.61
NSC,PE9,OPUS,2016,10,717.181,250.562,119.7649,1380770,519.41,181.47,86.74
NSC,PE9,OPUS,2017,10,623.353,201.072,102.16216,1245260,500.58,161.47,82.04
NSC,PE9,OPUS,2018,8,503.8,156.408,82.41375,1278233,394.14,122.36,64.47
NSC,PE9,OPUS,2019,11,982.403,320.598,133.31211,1383804,709.93,231.68,96.34
NSC,PE9,OPUS,2020,8,705.142,203.673,104.53895,946120,745.3,215.27,110.49
NSC,PE9,OPUS,2021,11,490.977,139.5,75.37741,1316245,373.01,105.98,57.27
NSC,PE9,OPUS,2022,24,1186.499,346.276,169.06145,4004698,296.28,86.47,42.22
NSC,PE9,OPUS,2023,12,245.322,64.859,40.63285,2826029,86.81,22.95,14.38
NSC,PE9,OPUS,2024,8,128.189,40.306,17.49997,2039601,62.85,19.76,8.58
NSC,PE9,OPUS,2025,3,33.368,8.529,5.05882,860092,38.8,9.92,5.88
NSC,PE9,POLONEZ,2019,3,503.799,152.85,68.63778,530814,949.11,287.95,129.31
NSC,PE9,PRELUDIUM,2013,4,33.348,11.504,5.75978,45980,725.27,250.19,125.27
NSC,PE9,PRELUDIUM,2014,8,158.16,54.792,25.29907,170937,925.25,320.54,148
NSC,PE9,PRELUDIUM,2015,7,46.381,15.019,7.73085,119498,388.13,125.68,64.69
NSC,PE9,PRELUDIUM,2016,9,105.897,38.518,18.13323,202573,522.76,190.14,89.51
NSC,PE9,PRELUDIUM,2017,6,129.295,41.004,20.54623,96719,1336.82,423.95,212.43
NSC,PE9,PRELUDIUM,2018,8,127.578,34.876,20.60705,142895,892.81,244.07,144.21
NSC,PE9,PRELUDIUM,2019,6,71.827,22.747,11.42259,126009,570.02,180.52,90.65
NSC,PE9,PRELUDIUM,2020,3,57.415,14.965,8.67222,57833,992.78,258.76,149.95
NSC,PE9,PRELUDIUM,2021,5,149.254,38.665,22.21832,128581,1160.77,300.7,172.8
NSC,PE9,PRELUDIUM,2022,7,24.704,6.849,3.40016,204409,120.86,33.51,16.63
NSC,PE9,PRELUDIUM,2023,2,5.636,1.533,0.84559,61791,91.21,24.81,13.68
NSC,PE9,PRELUDIUM BIS,2024,2,0,0,0,239553,0,0,0
NSC,PE9,PRELUDIUM BIS,2025,1,0,0,0,114260,0,0,0
NSC,PE9,SHENG,2023,1,13.595,4.315,1.76579,370698,36.67,11.64,4.76
NSC,PE9,SONATA,2014,3,106.789,36.789,16.88599,198163,538.9,185.65,85.21
NSC,PE9,SONATA,2015,1,52.577,17.813,8.42917,69740,753.91,255.42,120.87
NSC,PE9,SONATA,2016,5,179.71,63.986,30.95683,552781,325.1,115.75,56
NSC,PE9,SONATA,2017,1,20.338,5.821,3.24734,123465,164.73,47.15,26.3
NSC,PE9,SONATA,2018,3,301.356,104.19,41.32969,295866,1018.56,352.15,139.69
NSC,PE9,SONATA,2019,3,292.434,86.827,45.12314,324376,901.53,267.67,139.11
NSC,PE9,SONATA,2020,2,35.483,8.219,6.50231,242009,146.62,33.96,26.87
NSC,PE9,SONATA,2021,2,98.708,31.563,13.73972,168799,584.77,186.99,81.4
NSC,PE9,SONATA,2022,5,154.444,48.397,22.34534,702094,219.98,68.93,31.83
NSC,PE9,SONATA,2023,2,14.788,4.342,2.34559,317375,46.59,13.68,7.39
NSC,PE9,SONATA BIS,2018,2,301.131,100.423,41.90234,576860,522.02,174.09,72.64
NSC,PE9,SONATA BIS,2019,3,190.679,55.131,28.36577,697705,273.29,79.02,40.66
NSC,PE9,SONATA BIS,2022,7,644.172,184.528,93.62009,2765532,232.93,66.72,33.85
NSC,PE9,SONATA BIS,2023,2,157.191,42.159,23.67743,627586,250.47,67.18,37.73
NSC,PE9,SONATA BIS,2024,4,190.575,52.867,27.86829,1962676,97.1,26.94,14.2
NSC,PE9,SONATA BIS,2025,2,266.813,79.815,34.01496,1113340,239.65,71.69,30.55
NSC,PE9,SONATA BIS,2026,3,35.289,9.455,5.45196,1526679,23.11,6.19,3.57
NSC,PE9,SONATINA,2021,1,5.357,1.205,0.83088,141254,37.92,8.53,5.88
NSC,PE9,SONATINA,2022,4,17.135,4.872,3.01301,507488,33.76,9.6,5.94
NSC,PE9,UNISONO,2017,1,28.724,8.487,4.84949,302308,95.02,28.07,16.04
NSC,PE9,UWERTURA,2018,1,0,0,0,25877,0,0,0
NSC,PE9,UWERTURA,2019,1,0,0,0,22528,0,0,0
NSC,SH1,BEETHOVEN,2018,1,17.283,2.97,3.51837,187603,92.13,15.83,18.75
NSC,SH1,BEETHOVEN,2020,1,12.864,5.028,3.15873,139100,92.48,36.15,22.71
NSC,SH1,ETIUDA,2015,4,2.321,0.995,0.74806,74574,31.12,13.34,10.03
NSC,SH1,ETIUDA,2016,3,0,0,0,62208,0,0,0
NSC,SH1,ETIUDA,2017,3,0,0,0,65569,0,0,0
NSC,SH1,ETIUDA,2018,3,4.487,1.714,2.10426,71575,62.69,23.95,29.4
NSC,SH1,ETIUDA,2019,6,14.502,4.533,1.98483,134722,107.64,33.65,14.73
NSC,SH1,ETIUDA,2020,4,0,0,0,110476,0,0,0
NSC,SH1,ETIUDA,2021,2,0,0,0,51283,0,0,0
NSC,SH1,FUGA,2013,1,0,0,0,30349,0,0,0
NSC,SH1,FUGA,2015,3,0,0,0,247442,0,0,0
NSC,SH1,FUGA,2016,2,0.692,0.324,0.55797,176279,3.93,1.84,3.17
NSC,SH1,FUGA,2017,2,2.166,0.71,1.63165,146860,14.75,4.83,11.11
NSC,SH1,FUGA,2018,1,0,0,0,96744,0,0,0
NSC,SH1,FUGA,2019,5,6.978,1.731,3.75498,495820,14.07,3.49,7.57
NSC,SH1,FUGA,2021,1,0,0,0,105721,0,0,0
NSC,SH1,GRIEG,2023,1,0,0,0,1315690,0,0,0
NSC,SH1,HARMONIA,2014,1,0,0,0,10279,0,0,0
NSC,SH1,HARMONIA,2015,2,0,0,0,68197,0,0,0
NSC,SH1,HARMONIA,2017,1,0,0,0,77214,0,0,0
NSC,SH1,HARMONIA,2018,1,3.924,1.565,1.36952,85461,45.92,18.31,16.03
NSC,SH1,HARMONIA,2019,1,0,0,0,49894,0,0,0
NSC,SH1,HARMONIA,2020,1,0.674,0.298,0.43385,68767,9.8,4.33,6.31
NSC,SH1,HARMONIA,2021,1,0.904,0.132,0.32596,120234,7.52,1.1,2.71
NSC,SH1,HARMONIA,2022,3,0.44,0.422,0.10897,244214,1.8,1.73,0.45
NSC,SH1,MAESTRO,2017,2,20.232,10.165,9.83719,598978,33.78,16.97,16.42
NSC,SH1,MAESTRO,2019,1,6.434,2.249,0.98356,492581,13.06,4.57,2
NSC,SH1,MAESTRO,2025,1,2.232,0.507,1.12402,561349,3.98,0.9,2
NSC,SH1,OPUS,2012,2,0,0,0,20641,0,0,0
NSC,SH1,OPUS,2013,7,2.373,2.176,1.44983,75783,31.31,28.71,19.13
NSC,SH1,OPUS,2014,20,13.23,5.362,6.95674,409297,32.32,13.1,17
NSC,SH1,OPUS,2015,14,7.575,3.731,2.67595,297443,25.47,12.54,9
NSC,SH1,OPUS,2016,18,0.256,0.006,0.04545,455828,0.56,0.01,0.1
NSC,SH1,OPUS,2017,21,11.774,5.034,4.35095,654331,17.99,7.69,6.65
NSC,SH1,OPUS,2018,20,6.32,2.972,4.05355,903370,7,3.29,4.49
NSC,SH1,OPUS,2019,13,8.033,3.033,3.59556,645936,12.44,4.7,5.57
NSC,SH1,OPUS,2020,16,49.801,18.02,11.01009,706239,70.52,25.52,15.59
NSC,SH1,OPUS,2021,12,26.237,9.573,9.46363,916991,28.61,10.44,10.32
NSC,SH1,OPUS,2022,45,22.905,6.471,10.51263,3589936,6.38,1.8,2.93
NSC,SH1,OPUS,2023,16,25.964,10.507,4.81641,2421525,10.72,4.34,1.99
NSC,SH1,OPUS,2024,6,0,0,0,1013197,0,0,0
NSC,SH1,OPUS,2025,4,0,0,0,517260,0,0,0
NSC,SH1,OPUS LAP,2025,1,0,0,0,175276,0,0,0
NSC,SH1,PRELUDIUM,2012,2,0,0,0,10999,0,0,0
NSC,SH1,PRELUDIUM,2013,7,0.479,0.513,0.1963,73110,6.55,7.02,2.69
NSC,SH1,PRELUDIUM,2014,9,0,0,0,80009,0,0,0
NSC,SH1,PRELUDIUM,2015,17,2.179,0.534,0.94464,186285,11.7,2.87,5.07
NSC,SH1,PRELUDIUM,2016,12,5.319,0.871,2.58974,155765,34.15,5.59,16.63
NSC,SH1,PRELUDIUM,2017,13,3.222,1.387,1.82394,194385,16.58,7.14,9.38
NSC,SH1,PRELUDIUM,2018,9,2.567,0.815,1.43292,131891,19.46,6.18,10.86
NSC,SH1,PRELUDIUM,2019,11,7.141,2.892,3.56974,229650,31.1,12.59,15.54
NSC,SH1,PRELUDIUM,2020,11,40.225,16.588,3.63231,183785,218.87,90.26,19.76
NSC,SH1,PRELUDIUM,2021,8,1.437,0.322,0.41765,156293,9.19,2.06,2.67
NSC,SH1,PRELUDIUM,2022,27,0,0,0,643400,0,0,0
NSC,SH1,PRELUDIUM,2023,7,0,0,0,189655,0,0,0
NSC,SH1,PRELUDIUM,2024,5,0,0,0,137057,0,0,0
NSC,SH1,PRELUDIUM BIS,2024,2,0,0,0,159809,0,0,0
NSC,SH1,PRELUDIUM BIS,2025,2,0,0,0,206179,0,0,0
NSC,SH1,SONATA,2014,7,3.238,1.533,2.52415,148091,21.86,10.35,17.04
NSC,SH1,SONATA,2016,6,33.673,14.503,9.87213,340318,98.95,42.62,29.01
NSC,SH1,SONATA,2017,7,0.386,0.136,0.39194,188812,2.04,0.72,2.08
NSC,SH1,SONATA,2018,9,1.295,0.584,0.89516,341217,3.8,1.71,2.62
NSC,SH1,SONATA,2019,6,8.925,2.592,3.22497,173903,51.32,14.9,18.54
NSC,SH1,SONATA,2020,4,2.673,1.129,0.55432,238962,11.19,4.72,2.32
NSC,SH1,SONATA,2021,4,5.349,1.097,1.45274,162243,32.97,6.76,8.95
NSC,SH1,SONATA,2022,12,6.938,1.834,3.3621,685691,10.12,2.67,4.9
NSC,SH1,SONATA,2023,2,2.06,0.808,0.63873,346266,5.95,2.33,1.84
NSC,SH1,SONATA,2024,3,0,0,0,190964,0,0,0
NSC,SH1,SONATA BIS,2016,1,0,0,0,24047,0,0,0
NSC,SH1,SONATA BIS,2020,1,0,0,0,193400,0,0,0
NSC,SH1,SONATA BIS,2021,2,52.097,19.086,13.55752,553035,94.2,34.51,24.51
NSC,SH1,SONATA BIS,2022,3,50.405,22.862,5.96203,986474,51.1,23.18,6.04
NSC,SH1,SONATA BIS,2023,2,1.436,0.328,0.82316,762536,1.88,0.43,1.08
NSC,SH1,SONATINA,2020,1,0.702,0,0.64286,88835,7.9,0,7.24
NSC,SH1,SONATINA,2021,1,0,0,0,143111,0,0,0
NSC,SH1,SONATINA,2022,4,0,0,0,502073,0,0,0
NSC,SH1,UWERTURA,2018,1,0,0,0,22528,0,0,0
NSC,SH2,BEETHOVEN,2020,2,0.347,0.122,0.12228,219974,1.58,0.55,0.56
NSC,SH2,BEETHOVEN,2021,1,0,0,0,114750,0,0,0
NSC,SH2,BEETHOVEN,2022,3,0.815,0.339,0.46257,560905,1.45,0.6,0.82
NSC,SH2,BEETHOVEN CLASSIC,2023,3,0,0,0,459698,0,0,0
NSC,SH2,DAINA,2021,1,0,0,0,167628,0,0,0
NSC,SH2,ETIUDA,2014,14,0,0,0,244381,0,0,0
NSC,SH2,ETIUDA,2015,8,0,0,0,148433,0,0,0
NSC,SH2,ETIUDA,2016,3,0,0,0,56827,0,0,0
NSC,SH2,ETIUDA,2017,4,0,0,0,80918,0,0,0
NSC,SH2,ETIUDA,2018,9,0.562,0,0.44162,203640,2.76,0,2.17
NSC,SH2,ETIUDA,2019,8,0,0,0,166275,0,0,0
NSC,SH2,ETIUDA,2020,4,0,0,0,86558,0,0,0
NSC,SH2,ETIUDA,2021,6,0,0,0,154655,0,0,0
NSC,SH2,FUGA,2013,1,0,0,0,30698,0,0,0
NSC,SH2,FUGA,2014,3,0,0,0,172326,0,0,0
NSC,SH2,FUGA,2015,5,0,0,0,489049,0,0,0
NSC,SH2,FUGA,2016,8,0,0,0,822063,0,0,0
NSC,SH2,FUGA,2017,8,2.835,1.181,0.91149,746405,3.8,1.58,1.22
NSC,SH2,FUGA,2018,4,0,0,0,403616,0,0,0
NSC,SH2,FUGA,2019,8,0,0,0,842895,0,0,0
NSC,SH2,FUGA,2020,2,0,0,0,204188,0,0,0
NSC,SH2,GRIEG,2023,1,2.109,0.424,0.82826,995786,2.12,0.43,0.83
NSC,SH2,GRIEG,2024,1,0,0,0,1401654,0,0,0
NSC,SH2,HARMONIA,2015,3,0,0,0,323358,0,0,0
NSC,SH2,HARMONIA,2016,3,0.686,0.259,0.3822,238315,2.88,1.09,1.6
NSC,SH2,HARMONIA,2017,2,1.057,0.334,0.24905,200954,5.26,1.66,1.24
NSC,SH2,HARMONIA,2019,4,1.317,0.535,0.71657,307020,4.29,1.74,2.33
NSC,SH2,HARMONIA,2020,2,0.618,0.101,0.04688,211908,2.92,0.48,0.22
NSC,SH2,HARMONIA,2022,1,0,0,0,98819,0,0,0
NSC,SH2,MAESTRO,2018,1,0,0,0,431167,0,0,0
NSC,SH2,MAESTRO,2019,1,0,0,0,436218,0,0,0
NSC,SH2,MAESTRO,2021,1,0,0,0,693907,0,0,0
NSC,SH2,OPUS,2012,1,0,0,0,4651,0,0,0
NSC,SH2,OPUS,2013,15,0,0,0,256023,0,0,0
NSC,SH2,OPUS,2014,22,1.016,0.162,0.52464,483643,2.1,0.33,1.08
NSC,SH2,OPUS,2015,62,26.095,8.477,10.22665,2290262,11.39,3.7,4.47
NSC,SH2,OPUS,2016,49,21.978,4.647,6.64933,1853891,11.86,2.51,3.59
NSC,SH2,OPUS,2017,47,23.891,9.308,9.49788,2781447,8.59,3.35,3.41
NSC,SH2,OPUS,2018,34,13.714,3.793,4.86378,2438105,5.62,1.56,1.99
NSC,SH2,OPUS,2019,16,6.88,3.505,2.25711,1255258,5.48,2.79,1.8
NSC,SH2,OPUS,2020,10,0,0,0,976580,0,0,0
NSC,SH2,OPUS,2021,16,6.583,2.721,2.95071,1148079,5.73,2.37,2.57
NSC,SH2,OPUS,2022,37,15.583,5.247,3.89943,3363699,4.63,1.56,1.16
NSC,SH2,OPUS,2023,23,2.112,1.317,1.60923,2207680,0.96,0.6,0.73
NSC,SH2,OPUS,2024,16,0,0,0,1987651,0,0,0
NSC,SH2,OPUS,2025,10,0,0,0,1581443,0,0,0
NSC,SH2,POLONEZ,2018,1,0,0,0,135435,0,0,0
NSC,SH2,POLONEZ,2019,1,0,0,0,137411,0,0,0
NSC,SH2,POLONEZ,2020,1,0,0,0,157140,0,0,0
NSC,SH2,POLS,2023,2,0,0,0,399341,0,0,0
NSC,SH2,PRELUDIUM,2012,3,0,0,0,18357,0,0,0
NSC,SH2,PRELUDIUM,2013,14,0,0,0,154448,0,0,0
NSC,SH2,PRELUDIUM,2014,23,2.536,0.392,0.72619,266886,9.5,1.47,2.72
NSC,SH2,PRELUDIUM,2015,33,0,0,0,538659,0,0,0
NSC,SH2,PRELUDIUM,2016,31,0,0,0,534864,0,0,0
NSC,SH2,PRELUDIUM,2017,24,0.463,0.198,0.23641,493703,0.94,0.4,0.48
NSC,SH2,PRELUDIUM,2018,23,12.599,4.226,4.5094,504954,24.95,8.37,8.93
NSC,SH2,PRELUDIUM,2019,13,3.497,0.905,1.16638,297097,11.77,3.05,3.93
NSC,SH2,PRELUDIUM,2020,8,0,0,0,174409,0,0,0
NSC,SH2,PRELUDIUM,2021,12,1.58,0,0.38812,317758,4.97,0,1.22
NSC,SH2,PRELUDIUM,2022,36,4.289,1.599,1.68025,970671,4.42,1.65,1.73
NSC,SH2,PRELUDIUM,2023,24,0,0,0,725208,0,0,0
NSC,SH2,PRELUDIUM,2024,7,0,0,0,227363,0,0,0
NSC,SH2,PRELUDIUM BIS,2025,5,0,0,0,484535,0,0,0
NSC,SH2,SONATA,2014,2,0,0,0,63214,0,0,0
NSC,SH2,SONATA,2015,9,10.466,2.658,2.99382,544357,19.23,4.88,5.5
NSC,SH2,SONATA,2016,17,0,0,0,680226,0,0,0
NSC,SH2,SONATA,2017,12,4.726,0.755,1.27379,521432,9.06,1.45,2.44
NSC,SH2,SONATA,2018,17,1.849,0.684,0.83288,772911,2.39,0.88,1.08
NSC,SH2,SONATA,2019,6,0,0,0,313000,0,0,0
NSC,SH2,SONATA,2020,7,0.163,0.11,0.04545,330277,0.49,0.33,0.14
NSC,SH2,SONATA,2021,4,0,0,0,156644,0,0,0
NSC,SH2,SONATA,2022,20,5.535,2.628,2.58177,963409,5.75,2.73,2.68
NSC,SH2,SONATA,2023,11,1.581,0.695,0.30236,736491,2.15,0.94,0.41
NSC,SH2,SONATA,2024,4,0,0,0,148672,0,0,0
NSC,SH2,SONATA BIS,2016,3,1.291,0.544,0.79714,548996,2.35,0.99,1.45
NSC,SH2,SONATA BIS,2017,3,3.042,1.32,1.85781,289755,10.5,4.56,6.41
NSC,SH2,SONATA BIS,2018,3,4.513,1.131,1.35618,460263,9.81,2.46,2.95
NSC,SH2,SONATA BIS,2019,3,0,0,0,832185,0,0,0
NSC,SH2,SONATA BIS,2020,1,0.605,0.249,0.39503,104067,5.81,2.39,3.8
NSC,SH2,SONATA BIS,2021,1,0,0,0,94703,0,0,0
NSC,SH2,SONATA BIS,2022,2,1.359,0.41,0.68182,125517,10.83,3.27,5.43
NSC,SH2,SONATA BIS,2023,8,41.231,13.248,13.06263,2628461,15.69,5.04,4.97
NSC,SH2,SONATA BIS,2024,1,0,0,0,280996,0,0,0
NSC,SH2,SONATA BIS,2025,1,0,0,0,225045,0,0,0
NSC,SH2,SONATA BIS,2026,1,0,0,0,569413,0,0,0
NSC,SH2,SONATINA,2021,2,0.711,0.392,0.795,254567,2.79,1.54,3.12
NSC,SH2,SONATINA,2022,6,0.194,0.039,0.00595,805347,0.24,0.05,0.01
NSC,SH2,SONATINA,2023,2,0,0,0,259347,0,0,0
NSC,SH2,UNISONO,2017,1,0,0,0,144951,0,0,0
NSC,SH3,BEETHOVEN,2020,1,0,0,0,224740,0,0,0
NSC,SH3,BEETHOVEN,2021,1,0,0,0,177616,0,0,0
NSC,SH3,BEETHOVEN,2022,1,9.021,2.808,2.09659,237694,37.95,11.81,8.82
NSC,SH3,BEETHOVEN CLASSIC,2023,3,0,0,0,883183,0,0,0
NSC,SH3,DAINA,2022,2,0,0,0,292647,0,0,0
NSC,SH3,ETIUDA,2014,7,3.821,1.681,1.03457,128545,29.73,13.08,8.05
NSC,SH3,ETIUDA,2015,8,1.611,0.243,0.58796,164794,9.78,1.47,3.57
NSC,SH3,ETIUDA,2016,5,0,0,0,78048,0,0,0
NSC,SH3,ETIUDA,2017,8,3.132,0.977,0.95764,133999,23.37,7.29,7.15
NSC,SH3,ETIUDA,2018,7,18.236,6.948,2.74576,165655,110.08,41.94,16.58
NSC,SH3,ETIUDA,2019,11,2.954,0.264,0.82907,256986,11.49,1.03,3.23
NSC,SH3,ETIUDA,2020,9,0,0,0,225662,0,0,0
NSC,SH3,ETIUDA,2021,4,0,0,0,91701,0,0,0
NSC,SH3,FUGA,2015,8,35.731,15.542,9.00837,784916,45.52,19.8,11.48
NSC,SH3,FUGA,2016,7,3.064,1.299,1.37363,748435,4.09,1.74,1.84
NSC,SH3,FUGA,2017,13,2.063,0.512,0.6326,1160882,1.78,0.44,0.54
NSC,SH3,FUGA,2018,10,7.096,2.59,2.08106,952595,7.45,2.72,2.18
NSC,SH3,FUGA,2019,13,13.128,4.156,3.12807,1359970,9.65,3.06,2.3
NSC,SH3,FUGA,2020,1,0,0,0,107209,0,0,0
NSC,SH3,GRIEG,2023,1,0,0,0,1403399,0,0,0
NSC,SH3,HARMONIA,2013,1,13.117,5.675,0.9507,46047,284.86,123.24,20.65
NSC,SH3,HARMONIA,2014,3,0,0,0,140409,0,0,0
NSC,SH3,HARMONIA,2015,2,0,0,0,110116,0,0,0
NSC,SH3,HARMONIA,2016,5,40.872,15.811,7.81057,475843,85.89,33.23,16.41
NSC,SH3,HARMONIA,2017,1,0,0,0,57014,0,0,0
NSC,SH3,HARMONIA,2018,8,18.979,5.969,5.55237,968762,19.59,6.16,5.73
NSC,SH3,HARMONIA,2019,4,7.797,2.128,2.40864,956134,8.15,2.23,2.52
NSC,SH3,HARMONIA,2020,1,0,0,0,105122,0,0,0
NSC,SH3,HARMONIA,2021,4,0,0,0,396666,0,0,0
NSC,SH3,HARMONIA,2022,9,14.165,4.201,3.38075,1164468,12.16,3.61,2.9
NSC,SH3,HARMONIA,2023,1,0,0,0,312208,0,0,0
NSC,SH3,MAESTRO,2018,2,3.963,1.498,1.49109,420349,9.43,3.56,3.55
NSC,SH3,MAESTRO,2020,1,0,0,0,692624,0,0,0
NSC,SH3,MAESTRO,2022,3,16.837,3.985,4.75584,1921943,8.76,2.07,2.47
NSC,SH3,OPUS,2012,1,0,0,0,12791,0,0,0
NSC,SH3,OPUS,2013,6,0,0,0,54922,0,0,0
NSC,SH3,OPUS,2014,24,2.338,1.106,1.26786,839660,2.78,1.32,1.51
NSC,SH3,OPUS,2015,39,13.917,4.462,3.70776,1385527,10.04,3.22,2.68
NSC,SH3,OPUS,2016,36,14.352,4.154,3.2246,1759669,8.16,2.36,1.83
NSC,SH3,OPUS,2017,30,21.983,7.638,6.43207,1800599,12.21,4.24,3.57
NSC,SH3,OPUS,2018,34,41.359,13.027,12.8332,2377057,17.4,5.48,5.4
NSC,SH3,OPUS,2019,36,41.545,13.63,10.27673,2800086,14.84,4.87,3.67
NSC,SH3,OPUS,2020,24,14.294,3.542,3.23169,2002426,7.14,1.77,1.61
NSC,SH3,OPUS,2021,36,51.505,15.719,14.58443,3549985,14.51,4.43,4.11
NSC,SH3,OPUS,2022,108,90.812,29.736,24.76155,14305118,6.35,2.08,1.73
NSC,SH3,OPUS,2023,38,10.041,3.045,3.58543,6110963,1.64,0.5,0.59
NSC,SH3,OPUS,2024,26,2.323,0,0.87673,5247148,0.44,0,0.17
NSC,SH3,OPUS,2025,18,0,0,0,4174747,0,0,0
NSC,SH3,POLONEZ,2018,3,0.364,0.371,0.335,383900,0.95,0.97,0.87
NSC,SH3,POLONEZ,2019,8,23.27,9.201,8.26009,1387827,16.77,6.63,5.95
NSC,SH3,POLONEZ,2020,1,0,0,0,160195,0,0,0
NSC,SH3,POLS,2023,1,0,0,0,196785,0,0,0
NSC,SH3,PRELUDIUM,2012,2,0,0,0,16927,0,0,0
NSC,SH3,PRELUDIUM,2013,11,2.57,0,0.55716,146293,17.57,0,3.81
NSC,SH3,PRELUDIUM,2014,17,23.818,9.848,4.35818,287412,82.87,34.26,15.16
NSC,SH3,PRELUDIUM,2015,39,10.997,3.998,2.59405,672375,16.36,5.95,3.86
NSC,SH3,PRELUDIUM,2016,25,2.214,1.097,1.06793,490391,4.51,2.24,2.18
NSC,SH3,PRELUDIUM,2017,27,19.822,5.686,5.40137,631229,31.4,9.01,8.56
NSC,SH3,PRELUDIUM,2018,26,16.123,6.331,2.59419,679782,23.72,9.31,3.82
NSC,SH3,PRELUDIUM,2019,28,9.624,2.833,2.6166,623429,15.44,4.54,4.2
NSC,SH3,PRELUDIUM,2020,20,6.851,2.665,2.95813,539360,12.7,4.94,5.48
NSC,SH3,PRELUDIUM,2021,18,3.236,0.631,1.01114,462046,7,1.37,2.19
NSC,SH3,PRELUDIUM,2022,63,15.53,4.135,4.22156,2000137,7.76,2.07,2.11
NSC,SH3,PRELUDIUM,2023,18,1.519,0.4,0.31434,700402,2.17,0.57,0.45
NSC,SH3,PRELUDIUM,2024,8,0,0,0,282522,0,0,0
NSC,SH3,PRELUDIUM BIS,2023,1,0,0,0,74880,0,0,0
NSC,SH3,PRELUDIUM BIS,2024,1,0,0,0,123577,0,0,0
NSC,SH3,PRELUDIUM BIS,2025,4,0,0,0,443225,0,0,0
NSC,SH3,SONATA,2014,3,3.38,1.114,0.88787,92111,36.69,12.09,9.64
NSC,SH3,SONATA,2015,6,6.018,1.838,1.85607,383748,15.68,4.79,4.84
NSC,SH3,SONATA,2016,9,20.434,6.569,6.26875,391673,52.17,16.77,16.01
NSC,SH3,SONATA,2017,17,11.979,2.671,4.00476,863515,13.87,3.09,4.64
